Rv_ID	gene_name	Description	Expt	log2FC	q-val	q_val_D	UK_score_4
Rv0305c	PPE6	PPE family protein PPE6	2003A_Sassetti				2
Rv0306	-	Putative oxidoreductase	2003A_Sassetti				2
Rv0307c	-	hypothetical protein	2003A_Sassetti				4
Rv0308	-	Probable conserved integral membrane protein	2003A_Sassetti				3
Rv0309	-	Possible conserved exported protein	2003A_Sassetti				4
Rv0310c	-	hypothetical protein	2003A_Sassetti				4
Rv0311	-	hypothetical protein	2003A_Sassetti	-2.59268553993582	0.00954828	3	4
Rv0312	-	Conserved hypothetical proline and threonine rich protein	2003A_Sassetti	-3.0872389235039	0.035987508	2	3
Rv0313	-	hypothetical protein	2003A_Sassetti				4
Rv0314c	-	Possible conserved membrane protein	2003A_Sassetti				3
Rv0315	-	Possible beta-1,3-glucanase precursor	2003A_Sassetti				1
Rv0316	-	Possible muconolactone isomerase	2003A_Sassetti				1
Rv0317c	glpQ2	Possible glycerophosphoryl diester phosphodiesterase GlpQ2 (glycerophosphodiester phosphodiesterase)	2003A_Sassetti				0
Rv0318c	-	Probable conserved integral membrane protein	2003A_Sassetti				2
Rv0319	pcp	Probable pyrrolidone-carboxylate peptidase Pcp (5-oxoprolyl-peptidase) (pyroglutamyl-peptidase I) (PGP-I) (pyrase)	2003A_Sassetti				0
Rv0320	-	Possible conserved exported protein	2003A_Sassetti				4
Rv0321	dcd	Probable deoxycytidine triphosphate deaminase Dcd (dCTP deaminase)	2003A_Sassetti				0
Rv0322	udgA	Probable UDP-glucose 6-dehydrogenase UdgA (UDP-GLC dehydrogenase) (UDP-GLCDH) (UDPGDH)	2003A_Sassetti				0
Rv0323c	-	hypothetical protein	2003A_Sassetti				4
Rv0324	-	Possible transcriptional regulatory protein (possibly ArsR-family)	2003A_Sassetti				1
Rv0325	-	Hypothetical protein	2003A_Sassetti				4
Rv0326	-	Hypothetical protein	2003A_Sassetti				4
Rv0327c	cyp135A1	Possible cytochrome P450 135A1 Cyp135A1	2003A_Sassetti				0
Rv0328	-	Possible transcriptional regulatory protein (possibly TetR/AcrR-family)	2003A_Sassetti				1
Rv0329c	-	hypothetical protein	2003A_Sassetti				4
Rv0330c	-	Hypothetical protein	2003A_Sassetti				3
Rv0331	-	Possible dehydrogenase/reductase	2003A_Sassetti				3
Rv0332	-	hypothetical protein	2003A_Sassetti				4
Rv0333	-	hypothetical protein	2003A_Sassetti				4
Rv0334	rmlA	Alpha-D-glucose-1-phosphate thymidylyltransferase RmlA (dTDP-glucose synthase) (dTDP-glucose pyrophosphorylase)	2003A_Sassetti	-3.51557268835313	0.00010782677	3	0
Rv0335c	PE6	PE family protein PE6	2003A_Sassetti	-2.90767531047788	0.0021553184	3	2
Rv0336	-	Conserved 13E12 repeat family protein	2003A_Sassetti				4
Rv0337c	aspC	Probable aspartate aminotransferase AspC (transaminase A) (ASPAT)	2003A_Sassetti	-4.04393018788914	5.359128E-05	3	0
Rv0338c	-	Probable iron-sulfur-binding reductase	2003A_Sassetti	-4.9675380443151	0.0005932801	3	3
Rv0339c	-	Possible transcriptional regulatory protein	2003A_Sassetti				2
Rv0340	-	hypothetical protein	2003A_Sassetti				4
Rv0341	iniB	Isoniazid inductible gene protein IniB	2003A_Sassetti				3
Rv0342	iniA	Isoniazid inductible gene protein IniA	2003A_Sassetti				3
Rv0343	iniC	Isoniazid inductible gene protein IniC	2003A_Sassetti				3
Rv0344c	lpqJ	Probable lipoprotein LpqJ	2003A_Sassetti				2
Rv0345	-	hypothetical protein	2003A_Sassetti				3
Rv0346c	ansP2	Possible L-asparagine permease AnsP2 (L-asparagine transport protein)	2003A_Sassetti				0
Rv0347	-	Probable conserved membrane protein	2003A_Sassetti	-3.74023536594118	0.0006442016	3	4
Rv0348	-	Possible transcriptional regulatory protein	2003A_Sassetti				1
Rv0349	-	Hypothetical protein	2003A_Sassetti				4
Rv0350	dnaK	Probable chaperone protein DnaK (heat shock protein 70) (heat shock 70 kDa protein) (HSP70)	2003A_Sassetti	-4.9408372865632	2.0695144E-05	3	0
Rv0351	grpE	Probable GrpE protein (HSP-70 cofactor)	2003A_Sassetti	-3.4165533174761	0.0024681846	3	0
Rv0352	dnaJ1	Probable chaperone protein DnaJ1	2003A_Sassetti	-3.06140809186072	0.0011305627	3	0
Rv0353	hspR	Probable heat shock protein transcriptional repressor HspR (MerR family)	2003A_Sassetti				0
Rv0354c	PPE7	PPE family protein PPE7	2003A_Sassetti				2
Rv0355c	PPE8	PPE family protein PPE8	2003A_Sassetti				2
Rv0356c	-	hypothetical protein	2003A_Sassetti				3
Rv0357c	purA	Probable adenylosuccinate synthetase PurA (imp--aspartate ligase) (ADSS) (ampsase)	2003A_Sassetti	-2.5346664903523	0.00714997	3	0
Rv0358	-	hypothetical protein	2003A_Sassetti				4
Rv0359	-	Probable conserved integral membrane protein	2003A_Sassetti				4
Rv0360c	-	hypothetical protein	2003A_Sassetti				4
Rv0361	-	Probable conserved membrane protein	2003A_Sassetti				3
Rv0362	mgtE	Possible Mg2+ transport transmembrane protein MgtE	2003A_Sassetti				0
Rv0363c	fba	Probable fructose-bisphosphate aldolase Fba	2003A_Sassetti				0
Rv0364	-	Possible conserved transmembrane protein	2003A_Sassetti				4
Rv0365c	-	hypothetical protein	2003A_Sassetti				3
Rv0366c	-	hypothetical protein	2003A_Sassetti				4
Rv0367c	-	Hypothetical protein	2003A_Sassetti				4
Rv0368c	-	hypothetical protein	2003A_Sassetti				4
Rv0369c	-	Possible membrane oxidoreductase	2003A_Sassetti				3
Rv0370c	-	Possible oxidoreductase	2003A_Sassetti				3
Rv0371c	-	hypothetical protein	2003A_Sassetti				3
Rv0372c	-	hypothetical protein	2003A_Sassetti	-2.82869016322097	0.013108994	2	3
Rv0373c	-	Probable carbon monoxyde dehydrogenase (large chain)	2003A_Sassetti				2
Rv0374c	-	Probable carbon monoxyde dehydrogenase (small chain)	2003A_Sassetti				2
Rv0375c	-	Probable carbon monoxyde dehydrogenase (medium chain)	2003A_Sassetti				2
Rv0376c	-	hypothetical protein	2003A_Sassetti				3
Rv0377	-	Probable transcriptional regulatory protein (probably LysR-family)	2003A_Sassetti				1
Rv0378	-	Conserved hypothetical glycine rich protein	2003A_Sassetti				4
Rv0379	secE2	Possible protein transport protein SecE2	2003A_Sassetti				1
Rv0380c	-	Possible RNA methyltransferase (RNA methylase)	2003A_Sassetti				1
Rv0381c	-	Hypothetical protein	2003A_Sassetti				4
Rv0382c	pyrE	Probable orotate phosphoribosyltransferase PyrE (OPRT) (oprtase)	2003A_Sassetti				0
Rv0383c	-	Possible conserved secreted protein	2003A_Sassetti	-4.28725710077207	8.537676E-05	3	3
Rv0384c	clpB	Probable endopeptidase ATP binding protein (chain B) ClpB (ClpB protein) (heat shock protein F84.1)	2003A_Sassetti	-4.06626421801665	0.0045603216	3	0
Rv0385	-	Probable monooxygenase	2003A_Sassetti				2
Rv0386	-	Probable transcriptional regulatory protein (probably LuxR/UhpA-family)	2003A_Sassetti				1
Rv0387c	-	hypothetical protein	2003A_Sassetti				4
Rv0388c	PPE9	PPE family protein PPE9	2003A_Sassetti				2
Rv0389	purT	Probable phosphoribosylglycinamide formyltransferase 2 PurT (GART 2) (gar transformylase 2) (5'-phosphoribosylglycinamide transformylase 2) (formate-dependent gar transformylase)	2003A_Sassetti				0
Rv0390	-	hypothetical protein	2003A_Sassetti				3
Rv0391	metZ	Probable O-succinylhomoserine sulfhydrylase MetZ (OSH sulfhydrylase)	2003A_Sassetti				0
Rv0392c	ndhA	Probable membrane NADH dehydrogenase NdhA	2003A_Sassetti				0
Rv0393	-	Conserved 13E12 repeat family protein	2003A_Sassetti				4
Rv0394c	-	Possible secreted protein	2003A_Sassetti				4
Rv0395	-	Hypothetical protein	2003A_Sassetti				4
Rv0396	-	Hypothetical protein	2003A_Sassetti				4
Rv0397	-	Conserved 13E12 repeat family protein	2003A_Sassetti				4
Rv0398c	-	Possible secreted protein	2003A_Sassetti				4
Rv0399c	lpqK	Possible conserved lipoprotein LpqK	2003A_Sassetti	-2.89468881016829	0.008775349	3	1
Rv0400c	fadE7	Acyl-CoA dehydrogenase FadE7	2003A_Sassetti	-2.94981333726349	0.0050358325	3	1
Rv0401	-	Probable conserved transmembrane protein	2003A_Sassetti				3
Rv0402c	mmpL1	Probable conserved transmembrane transport protein MmpL1	2003A_Sassetti				2
Rv0403c	mmpS1	Probable conserved membrane protein MmpS1	2003A_Sassetti				2
Rv0404	fadD30	Fatty-acid-AMP ligase FadD30 (fatty-acid-AMP synthetase) (fatty-acid-AMP synthase)	2003A_Sassetti	-2.91586572536977	0.0186648	2	1
Rv0405	pks6	Probable membrane bound polyketide synthase Pks6	2003A_Sassetti				0
Rv0406c	-	Beta lactamase like protein	2003A_Sassetti				4
Rv0407	fgd1	F420-dependent glucose-6-phosphate dehydrogenase Fgd1	2003A_Sassetti				0
Rv0408	pta	Probable phosphate acetyltransferase Pta (phosphotransacetylase)	2003A_Sassetti				0
Rv0409	ackA	Probable acetate kinase AckA (acetokinase)	2003A_Sassetti				0
Rv0410c	pknG	Serine/threonine-protein kinase PknG (protein kinase G) (STPK G)	2003A_Sassetti	-2.91876335574105	0.008562061	3	1
Rv0411c	glnH	Probable glutamine-binding lipoprotein GlnH (GLNBP)	2003A_Sassetti	-3.30831190817842	0.037472975	2	0
Rv0412c	-	Possible conserved membrane protein	2003A_Sassetti	-2.80169032195989	0.029083552	2	3
Rv0413	mutT3	Possible mutator protein MutT3 (7,8-dihydro-8-oxoguanine-triphosphatase) (8-oxo-dGTPase) (dGTP pyrophosphohydrolase)	2003A_Sassetti				1
Rv0414c	thiE	Thiamine-phosphate pyrophosphorylase ThiE (TMP pyrophosphorylase) (TMP-PPASE) (thiamine-phosphate synthase)	2003A_Sassetti				0
Rv0415	thiO	Possible thiamine biosynthesis oxidoreductase ThiO	2003A_Sassetti	-4.88921800685613	0.000114779046	3	1
Rv0416	thiS	Possible protein ThiS	2003A_Sassetti	-4.96617409040083	0.00024329919	3	1
Rv0417	thiG	Probable thiamin biosynthesis protein ThiG (thiazole biosynthesis protein)	2003A_Sassetti	-4.42321351974848	0.00034346976	3	0
Rv0418	lpqL	Probable lipoprotein aminopeptidase LpqL	2003A_Sassetti				2
Rv0419	lpqM	Possible lipoprotein peptidase LpqM	2003A_Sassetti				2
Rv0420c	-	Possible transmembrane protein	2003A_Sassetti				4
Rv0421c	-	hypothetical protein	2003A_Sassetti				4
Rv0422c	thiD	Probable phosphomethylpyrimidine kinase ThiD (HMP-phosphate kinase) (HMP-P kinase)	2003A_Sassetti	-3.54517708209782	0.00048040005	3	0
Rv0423c	thiC	Probable thiamine biosynthesis protein ThiC	2003A_Sassetti	-4.91432778165907	6.016143E-05	3	0
Rv0424c	-	Hypothetical protein	2003A_Sassetti				4
Rv0425c	ctpH	Possible metal cation transporting P-type ATPase CtpH	2003A_Sassetti	-2.74061098105767	0.0014781513	3	0
Rv0426c	-	Possible transmembrane protein	2003A_Sassetti				4
Rv0427c	xthA	Probable exodeoxyribonuclease III protein XthA (exonuclease III) (EXO III) (AP endonuclease VI)	2003A_Sassetti				0
Rv0428c	-	GCN5-related N-acetyltransferase	2003A_Sassetti				4
Rv0429c	def	Probable polypeptide deformylase Def (PDF) (formylmethionine deformylase)	2003A_Sassetti	-2.34524486519506	0.0028214776	3	0
Rv0430	-	hypothetical protein	2003A_Sassetti	-2.90122138979999	0.00020078271	3	4
Rv0431	-	Putative tuberculin related peptide	2003A_Sassetti				3
Rv0432	sodC	Periplasmic superoxide dismutase [Cu-Zn] SodC	2003A_Sassetti				0
Rv0433	-	hypothetical protein	2003A_Sassetti				4
Rv0434	-	hypothetical protein	2003A_Sassetti				4
Rv0435c	-	Putative conserved ATPase	2003A_Sassetti				1
Rv0436c	pssA	Probable CDP-diacylglycerol--serine O-phosphatidyltransferase PssA (PS synthase) (phosphatidylserine synthase)	2003A_Sassetti				0
Rv0437c	psd	Possible phosphatidylserine decarboxylase Psd (PS decarboxylase)	2003A_Sassetti				1
Rv0438c	moeA2	Probable molybdopterin biosynthesis protein MoeA2	2003A_Sassetti				0
Rv0439c	-	Probable dehydrogenase/reductase	2003A_Sassetti				3
Rv0440	groEL2	60 kDa chaperonin 2 GroEL2 (protein CPN60-2) (GroEL protein 2) (65 kDa antigen) (heat shock protein 65) (cell wall protein A) (antigen A)	2003A_Sassetti	-3.69267873369885	0.0003258844	3	0
Rv0441c	-	Hypothetical protein	2003A_Sassetti				3
Rv0442c	PPE10	PPE family protein PPE10	2003A_Sassetti				2
Rv0443	-	hypothetical protein	2003A_Sassetti				4
Rv0444c	rskA	Anti-sigma factor RskA (regulator of sigma K)	2003A_Sassetti				2
Rv0445c	sigK	Alternative RNA polymerase sigma factor SigK	2003A_Sassetti				0
Rv0446c	-	Possible conserved transmembrane protein	2003A_Sassetti				4
Rv0447c	ufaA1	Probable cyclopropane-fatty-acyl-phospholipid synthase UfaA1 (cyclopropane fatty acid synthase) (CFA synthase)	2003A_Sassetti				0
Rv0448c	-	hypothetical protein	2003A_Sassetti				4
Rv0449c	-	hypothetical protein	2003A_Sassetti				3
Rv0450c	mmpL4	Probable conserved transmembrane transport protein MmpL4	2003A_Sassetti	-3.60197857535098	0.0010941947	3	2
Rv0451c	mmpS4	Probable conserved membrane protein MmpS4	2003A_Sassetti				2
Rv0452	-	Possible transcriptional regulatory protein	2003A_Sassetti				1
Rv0453	PPE11	PPE family protein PPE11	2003A_Sassetti				2
Rv0454	-	hypothetical protein	2003A_Sassetti				3
Rv0455c	-	hypothetical protein	2003A_Sassetti				4
Rv0456c	echA2	enoyl-CoA hydratase EchA2 (enoyl hydrase) (unsaturated acyl-CoA hydratase) (crotonase)	2003A_Sassetti				0
Rv0456A	mazF1	Possible toxin MazF1	2003A_Sassetti				1
Rv0457c	-	Probable peptidase	2003A_Sassetti				2
Rv0458	-	Probable aldehyde dehydrogenase	2003A_Sassetti				1
Rv0459	-	hypothetical protein	2003A_Sassetti				4
Rv0460	-	Conserved hydrophobic protein	2003A_Sassetti				4
Rv0461	-	Probable transmembrane protein	2003A_Sassetti				3
Rv0462	lpdC	Dihydrolipoamide dehydrogenase LpdC (lipoamide reductase (NADH)) (lipoyl dehydrogenase) (dihydrolipoyl dehydrogenase) (diaphorase)	2003A_Sassetti	-2.97201019202637	0.0020616958	3	0
Rv0463	-	Probable conserved membrane protein	2003A_Sassetti				4
Rv0464c	-	hypothetical protein	2003A_Sassetti				4
Rv0465c	-	Probable transcriptional regulatory protein	2003A_Sassetti				1
Rv0466	-	hypothetical protein	2003A_Sassetti				3
Rv0467	icl1	Isocitrate lyase Icl (isocitrase) (isocitratase)	2003A_Sassetti				0
Rv0468	fadB2	3-hydroxybutyryl-CoA dehydrogenase FadB2 (beta-hydroxybutyryl-CoA dehydrogenase) (BHBD)	2003A_Sassetti				0
Rv0469	umaA	Possible mycolic acid synthase UmaA	2003A_Sassetti				0
Rv0470c	pcaA	Mycolic acid synthase PcaA (cyclopropane synthase)	2003A_Sassetti				0
Rv0470A	-	Hypothetical protein	2003A_Sassetti				2
Rv0471c	-	Hypothetical protein	2003A_Sassetti				4
Rv0472c	-	Probable transcriptional regulatory protein (possibly TetR-family)	2003A_Sassetti				1
Rv0473	-	Possible conserved transmembrane protein	2003A_Sassetti				3
Rv0474	-	Probable transcriptional regulatory protein	2003A_Sassetti				1
Rv0475	hbhA	Iron-regulated heparin binding hemagglutinin HbhA (adhesin)	2003A_Sassetti				1
Rv0476	-	Possible conserved transmembrane protein	2003A_Sassetti				3
Rv0477	-	Possible conserved secreted protein	2003A_Sassetti				3
Rv0478	deoC	Probable deoxyribose-phosphate aldolase DeoC (phosphodeoxyriboaldolase) (deoxyriboaldolase)	2003A_Sassetti				0
Rv0479c	-	Probable conserved membrane protein	2003A_Sassetti	-3.93824005744494	0.00016475325	3	3
Rv0480c	-	Possible amidohydrolase	2003A_Sassetti				4
Rv0481c	-	Hypothetical protein	2003A_Sassetti				4
Rv0482	murB	Probable UDP-N-acetylenolpyruvoylglucosamine reductase MurB (UDP-N-acetylmuramate dehydrogenase)	2003A_Sassetti				0
Rv0483	lprQ	Probable conserved lipoprotein LprQ	2003A_Sassetti				3
Rv0484c	-	Probable short-chain type oxidoreductase	2003A_Sassetti				3
Rv0485	-	Possible transcriptional regulatory protein	2003A_Sassetti				1
Rv0486	mshA	Glycosyltransferase MshA	2003A_Sassetti				1
Rv0487	-	hypothetical protein	2003A_Sassetti				4
Rv0488	-	Probable conserved integral membrane protein	2003A_Sassetti				3
Rv0489	gpm1	Probable phosphoglycerate mutase 1 Gpm1 (phosphoglyceromutase) (PGAM) (BPG-dependent PGAM)	2003A_Sassetti				0
Rv0490	senX3	Putative two component sensor histidine kinase SenX3	2003A_Sassetti				0
Rv0491	regX3	Two component sensory transduction protein RegX3 (transcriptional regulatory protein) (probably LuxR-family)	2003A_Sassetti				0
Rv0492c	-	Probable oxidoreductase GMC-type	2003A_Sassetti				2
Rv0492A	-	Hypothetical protein	2003A_Sassetti				3
Rv0493c	-	hypothetical protein	2003A_Sassetti				4
Rv0494	-	Probable transcriptional regulatory protein (probably GntR-family)	2003A_Sassetti				1
Rv0495c	-	hypothetical protein	2003A_Sassetti				4
Rv0496	-	hypothetical protein	2003A_Sassetti				3
Rv0497	-	Probable conserved transmembrane protein	2003A_Sassetti				3
Rv0498	-	hypothetical protein	2003A_Sassetti				3
Rv0499	-	hypothetical protein	2003A_Sassetti				3
Rv0500	proC	Probable pyrroline-5-carboxylate reductase ProC (P5CR) (P5C reductase)	2003A_Sassetti	-3.07666951354052	0.0011157305	3	0
Rv0500A	-	hypothetical protein	2003A_Sassetti				2
Rv0500B	-	hypothetical protein	2003A_Sassetti				3
Rv0501	galE2	Possible UDP-glucose 4-epimerase GalE2 (galactowaldenase) (UDP-galactose 4-epimerase) (uridine diphosphate galactose 4-epimerase) (uridine diphospho-galactose 4-epimerase)	2003A_Sassetti				0
Rv0502	-	hypothetical protein	2003A_Sassetti				3
Rv0503c	cmaA2	Cyclopropane-fatty-acyl-phospholipid synthase 2 CmaA2 (cyclopropane fatty acid synthase) (CFA synthase) (cyclopropane mycolic acid synthase 2) (mycolic acid trans-cyclopropane synthetase)	2003A_Sassetti				0
Rv0504c	-	hypothetical protein	2003A_Sassetti				4
Rv0505c	serB1	Possible phosphoserine phosphatase SerB1 (PSP) (O-phosphoserine phosphohydrolase) (pspase)	2003A_Sassetti				0
Rv0506	mmpS2	Probable conserved membrane protein MmpS2	2003A_Sassetti				2
Rv0507	mmpL2	Probable conserved transmembrane transport protein MmpL2	2003A_Sassetti				2
Rv0508	-	hypothetical protein	2003A_Sassetti				3
Rv0509	hemA	Probable glutamyl-tRNA reductase HemA (GLUTR)	2003A_Sassetti	-5.13126231618432	1.7410282E-05	3	0
Rv0510	hemC	Probable porphobilinogen deaminase HemC (PBG) (hydroxymethylbilane synthase) (HMBS) (pre-uroporphyrinogen synthase)	2003A_Sassetti	-5.02869775491695	0.00010555889	3	0
Rv0511	hemD	Probable uroporphyrin-III C-methyltransferase HemD (uroporphyrinogen III methylase) (urogen III methylase) (SUMT) (urogen III methylase) (UROM)	2003A_Sassetti	-4.47646004332832	7.693062E-05	3	0
Rv0512	hemB	Probable delta-aminolevulinic acid dehydratase HemB (porphobilinogen synthase) (ALAD) (ALADH)	2003A_Sassetti				0
Rv0513	-	Possible conserved transmembrane protein	2003A_Sassetti				3
Rv0514	-	Possible transmembrane protein	2003A_Sassetti				3
Rv0515	-	Conserved 13E12 repeat family protein	2003A_Sassetti				4
Rv0516c	-	Possible anti-anti-sigma factor	2003A_Sassetti				2
Rv0517	-	Possible membrane acyltransferase	2003A_Sassetti				2
Rv0518	-	Possible exported protein	2003A_Sassetti				3
Rv0519c	-	Possible conserved membrane protein	2003A_Sassetti				4
Rv0520	-	Possible methyltransferase/methylase (fragment)	2003A_Sassetti				2
Rv0521	-	Possible methyltransferase/methylase (fragment)	2003A_Sassetti				2
Rv0522	gabP	Probable GABA permease GabP (4-amino butyrate transport carrier) (GAMA-aminobutyrate permease)	2003A_Sassetti				0
Rv0523c	-	hypothetical protein	2003A_Sassetti				4
Rv0524	hemL	Probable glutamate-1-semialdehyde 2,1-aminomutase HemL (GSA) (glutamate-1-semialdehyde aminotransferase) (GSA-at)	2003A_Sassetti	-4.30501050964543	0.00018621079	3	0
Rv0525	-	hypothetical protein	2003A_Sassetti	-4.18737474916343	0.00022494837	3	3
Rv0526	-	Possible thioredoxin protein (thiol-disulfide interchange protein)	2003A_Sassetti	-4.27594756875096	0.0021867002	3	2
Rv0527	ccdA	Possible cytochrome C-type biogenesis protein CcdA	2003A_Sassetti	-4.83475089819694	0.00015920102	3	0
Rv0528	-	Probable conserved transmembrane protein	2003A_Sassetti	-4.90188871007502	0.001038896	3	2
Rv0529	ccsA	Possible cytochrome C-type biogenesis protein CcsA	2003A_Sassetti	-3.74046712511039	0.00016192366	3	0
Rv0530	-	hypothetical protein	2003A_Sassetti				3
Rv0531	-	Possible conserved membrane protein	2003A_Sassetti				3
Rv0532	PE_PGRS6	PE-PGRS family protein PE_PGRS6	2003A_Sassetti				2
Rv0533c	fabH	3-oxoacyl-[acyl-carrier-protein] synthase III FabH (beta-ketoacyl-ACP synthase III) (KAS III)	2003A_Sassetti				0
Rv0534c	menA	1,4-dihydroxy-2-naphthoate octaprenyltransferase MenA (DHNA-octaprenyltransferase)	2003A_Sassetti				0
Rv0535	pnp	Probable 5'-methylthioadenosine phosphorylase Pnp (MTA phosphorylase)	2003A_Sassetti				0
Rv0536	galE3	Probable UDP-glucose 4-epimerase GalE3 (galactowaldenase) (UDP-galactose 4-epimerase) (uridine diphosphate galactose 4-epimerase) (uridine diphospho-galactose 4-epimerase)	2003A_Sassetti				0
