Rv_ID,gene_name,Description,Expt,log2FC,q-val,# control reps,# experimental reps,meaning,paper_title,paper_URL
Rv0076c,Rv0076c,Probable membrane protein,nambi_2015_ctpC_vs_nambi_2015_wt,0.18,1,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv0077c,Rv0077c,Probable oxidoreductase,nambi_2015_ctpC_vs_nambi_2015_wt,-0.43,1,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv0078,Rv0078,Probable transcriptional regulatory protein,nambi_2015_ctpC_vs_nambi_2015_wt,5.88,0.1779,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv0078A,Rv0078A,Hypothetical protein,nambi_2015_ctpC_vs_nambi_2015_wt,1.25,0.87447,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv0078B,Rv0078B,hypothetical protein,nambi_2015_ctpC_vs_nambi_2015_wt,-0.28,1,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv0079,Rv0079,hypothetical protein,nambi_2015_ctpC_vs_nambi_2015_wt,1.34,0.43268,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv0080,Rv0080,hypothetical protein,nambi_2015_ctpC_vs_nambi_2015_wt,0.78,0.99903,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv0081,Rv0081,Probable transcriptional regulatory protein,nambi_2015_ctpC_vs_nambi_2015_wt,-1.42,0.70495,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv0082,Rv0082,Probable oxidoreductase,nambi_2015_ctpC_vs_nambi_2015_wt,5.94,0.41461,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv0083,Rv0083,Probable oxidoreductase,nambi_2015_ctpC_vs_nambi_2015_wt,0.34,0.99057,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv0084,hycD,Possible formate hydrogenlyase HycD (FHL),nambi_2015_ctpC_vs_nambi_2015_wt,-0.33,1,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv0085,hycP,Possible hydrogenase HycP,nambi_2015_ctpC_vs_nambi_2015_wt,1.77,0.89571,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv0086,hycQ,Possible hydrogenase HycQ,nambi_2015_ctpC_vs_nambi_2015_wt,-0.13,1,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv0087,hycE,Possible formate hydrogenase HycE (FHL),nambi_2015_ctpC_vs_nambi_2015_wt,-1.36,0.86887,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv0088,Rv0088,Possible polyketide cyclase/dehydrase,nambi_2015_ctpC_vs_nambi_2015_wt,-4.02,0.14808,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv0089,Rv0089,Possible methyltransferase/methylase,nambi_2015_ctpC_vs_nambi_2015_wt,1.11,0.87089,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv0090,Rv0090,Possible membrane protein,nambi_2015_ctpC_vs_nambi_2015_wt,-0.72,0.95051,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv0091,mtn,Probable bifunctional MTA/SAH nucleosidase Mtn: 5'-methylthioadenosine nucleosidase (methylthioadenosine methylthioribohydrolase) + S-adenosylhomocysteine nucleosidase (S-adenosyl-L-homocysteine homocysteinylribohydrolase),nambi_2015_ctpC_vs_nambi_2015_wt,-1.71,0.46435,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv0092,ctpA,Cation transporter P-type ATPase a CtpA,nambi_2015_ctpC_vs_nambi_2015_wt,1.77,0.07445,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv0093c,Rv0093c,Probable conserved membrane protein,nambi_2015_ctpC_vs_nambi_2015_wt,-0.84,1,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv0094c,Rv0094c,hypothetical protein,nambi_2015_ctpC_vs_nambi_2015_wt,0.39,0.90842,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv0095c,Rv0095c,hypothetical protein,nambi_2015_ctpC_vs_nambi_2015_wt,-6.54,0.5602,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv0096,PPE1,PPE family protein PPE1,nambi_2015_ctpC_vs_nambi_2015_wt,-0.71,0.97527,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv0097,Rv0097,Possible oxidoreductase,nambi_2015_ctpC_vs_nambi_2015_wt,-0.55,0.89383,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv0098,fcoT,Probable fatty acyl CoA thioesterase type III FcoT,nambi_2015_ctpC_vs_nambi_2015_wt,-1.28,0.89571,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv0099,fadD10,Possible fatty-acid-CoA ligase FadD10 (fatty-acid-CoA synthetase) (fatty-acid-CoA synthase),nambi_2015_ctpC_vs_nambi_2015_wt,0.59,0.97527,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv0100,Rv0100,hypothetical protein,nambi_2015_ctpC_vs_nambi_2015_wt,2.53,0.92086,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv0101,nrp,Probable peptide synthetase Nrp (peptide synthase),nambi_2015_ctpC_vs_nambi_2015_wt,-0.28,0.97527,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv0102,Rv0102,Probable conserved integral membrane protein,nambi_2015_ctpC_vs_nambi_2015_wt,-3.36,1,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv0103c,ctpB,Probable cation-transporter P-type ATPase B CtpB,nambi_2015_ctpC_vs_nambi_2015_wt,-0.13,1,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv0104,Rv0104,hypothetical protein,nambi_2015_ctpC_vs_nambi_2015_wt,-0.21,1,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv0105c,rpmB1,50S ribosomal protein L28-1 RpmB1,nambi_2015_ctpC_vs_nambi_2015_wt,0.17,1,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv0106,Rv0106,hypothetical protein,nambi_2015_ctpC_vs_nambi_2015_wt,-0.05,1,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv0107c,ctpI,Probable cation-transporter ATPase I CtpI,nambi_2015_ctpC_vs_nambi_2015_wt,-0.59,0.87996,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv0108c,Rv0108c,Hypothetical protein,nambi_2015_ctpC_vs_nambi_2015_wt,-1.24,0.97527,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv0109,PE_PGRS1,PE-PGRS family protein PE_PGRS1,nambi_2015_ctpC_vs_nambi_2015_wt,-1.58,0.30524,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv0110,Rv0110,Probable conserved integral membrane protein,nambi_2015_ctpC_vs_nambi_2015_wt,0.01,1,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv0111,Rv0111,Possible transmembrane acyltransferase,nambi_2015_ctpC_vs_nambi_2015_wt,-0.52,0.87129,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv0112,gca,"Possible GDP-mannose 4,6-dehydratase Gca (GDP-D-mannose dehydratase)",nambi_2015_ctpC_vs_nambi_2015_wt,-0.14,1,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv0113,gmhA,Probable sedoheptulose-7-phosphate isomerase GmhA (phosphoheptose isomerase),nambi_2015_ctpC_vs_nambi_2015_wt,1.42,0.86321,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv0114,gmhB,"Possible D-alpha,beta-D-heptose-1,7-biphosphate phosphatase GmhB (D-glycero-D-manno-heptose 7-phosphate kinase)",nambi_2015_ctpC_vs_nambi_2015_wt,-0.45,0.97527,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv0115,hddA,Possible D-alpha-D-heptose-7-phosphate kinase HddA,nambi_2015_ctpC_vs_nambi_2015_wt,-0.08,1,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
Rv0116c,ldtA,"Probable L,D-transpeptidase LdtA",nambi_2015_ctpC_vs_nambi_2015_wt,-1.49,0.87996,2,2,Mutants exhibiting altered fitness in mouse infection model (spleen) in the absence of gene ctpC,The oxidative stress network of Mycobacterium tuberculosis reveals coordination between radical detoxification systems,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4465913/
