Rv_ID	gene_name	Description	Final Call	tuberculist_category	NN_joined
Rv0126	treS	Trehalose synthase TreS	Non essential	virulence, detoxification, adaptation	Rv3835, Rv1114, Rv0596c, Rv0900, Rv2829c, Rv0626, Rv0902c, Rv2587c, Rv0211, Rv1259
Rv0127	mak	Maltokinase Mak	Non essential	virulence, detoxification, adaptation	Rv1708, Rv0291, Rv0384c, Rv2202c, Rv3627c, Rv2518c, Rv3455c, Rv1301, Rv3646c, Rv3859c
Rv0128	-	Probable conserved transmembrane protein	Non essential	cell wall and cell processes	Rv1239c, Rv3854c, Rv3097c, Rv2584c, Rv1033c, Rv3765c, Rv1917c, Rv1885c, Rv3389c, Rv1205
Rv0129c	fbpC	Secreted antigen 85-C FbpC (85C) (antigen 85 complex C) (AG58C) (mycolyl transferase 85C) (fibronectin-binding protein C)	Non essential	lipid metabolism	Rv1010, Rv1474c, Rv0600c, Rv3262, Rv1238, Rv2149c, Rv1286, Rv1247c, Rv2604c, Rv3919c
Rv0130	htdZ	Probable 3-hydroxyl-thioester dehydratase	Non essential	intermediary metabolism and respiration	Rv3282, Rv2673, Rv0020c, Rv1884c, Rv0678, Rv2466c, Rv2217, Rv0937c, Rv2276, Rv3615c
Rv0131c	fadE1	Probable acyl-CoA dehydrogenase FadE1	Non essential	lipid metabolism	Rv2296, Rv2349c, Rv2215, Rv0989c, Rv2881c, Rv0844c, Rv2631, Rv2187, Rv3065, Rv1992c
Rv0132c	fgd2	Putative F420-dependent glucose-6-phosphate dehydrogenase Fgd2	Non essential	intermediary metabolism and respiration	Rv2063A, Rv2032, Rv2713, Rv3083, Rv3117, Rv1155, Rv3547, Rv2593c, Rv3043c, Rv2916c
Rv0133	-	GCN5-related N-acetyltransferase	Non essential	intermediary metabolism and respiration	Rv1955, Rv3158, Rv3232c, Rv0924c, Rv3617, Rv0516c, Rv1213, Rv2191, Rv3824c, Rv2590
Rv0134	ephF	Possible epoxide hydrolase EphF (epoxide hydratase) (arene-oxide hydratase)	Non essential	virulence, detoxification, adaptation	Rv2191, Rv1213, Rv3232c, Rv1611, Rv0103c, Rv1032c, Rv1955, Rv3617, Rv3158, Rv0535
Rv0135c	-	Possible transcriptional regulatory protein	Non essential	regulatory proteins	Rv2985, Rv0886, Rv3487c, Rv1605, Rv0669c, Rv1602, Rv2150c, Rv0382c, Rv1202, Rv0844c
Rv0136	cyp138	Probable cytochrome P450 138 Cyp138	Non essential	intermediary metabolism and respiration	Rv1980c, Rv1484, Rv1983, Rv1601, Rv0503c, Rv1306, Rv3808c, Rv2465c, Rv2725c, Rv2801A
Rv0137c	msrA	Probable peptide methionine sulfoxide reductase MsrA (protein-methionine-S-oxide reductase) (peptide met(O) reductase)	Non essential	intermediary metabolism and respiration	Rv2232, Rv3153, Rv2596, Rv2625c, Rv1302, Rv3157, Rv3754, Rv2350c, Rv0577, Rv0500
Rv0138	-	hypothetical protein	Growth advantage	conserved hypotheticals	Rv3910, Rv3297, Rv0505c, Rv0512, Rv3085, Rv3371, Rv1198, Rv2346c, Rv3146, Rv0821c
Rv0139	-	Possible oxidoreductase	Growth advantage	intermediary metabolism and respiration	Rv2573, Rv3036c, Rv0221, Rv3821, Rv2881c, Rv0989c, Rv2852c, Rv2386c, Rv1335, Rv3823c
Rv0140	-	hypothetical protein	Non essential	conserved hypotheticals	Rv3534c, Rv0548c, Rv3449, Rv0869c, Rv1270c, Rv2953, Rv0564c, Rv2228c, Rv0292, Rv1653
Rv0141c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv0757, Rv0518, Rv1246c, Rv2218, Rv2484c, Rv1196, Rv1552, Rv1106c, Rv3220c, NONE
Rv0142	-	hypothetical protein	Non essential	conserved hypotheticals	Rv0020c, Rv1884c, Rv2466c, Rv2276, Rv0678, Rv3282, Rv0130, Rv2673, Rv0937c, Rv0496
Rv0143c	-	Probable conserved transmembrane protein	Non essential	cell wall and cell processes	Rv0503c, Rv1306, Rv1601, Rv2970c, Rv2351c, Rv1980c, Rv1983, Rv1651c, Rv3825c, Rv2801A
Rv0144	-	Probable transcriptional regulatory protein (possibly TetR-family)	Non essential	regulatory proteins	Rv0015c, Rv0676c, Rv1747, Rv3469c, Rv0447c, Rv1843c, Rv0159c, Rv2590, Rv3824c, Rv1915
Rv0145	-	Possible S-adenosylmethionine-dependent methyltransferase	Non essential	lipid metabolism	Rv3566c, Rv1640c, Rv0194, Rv0838, Rv1511, Rv1399c, Rv3059, Rv3487c, Rv2823c, Rv0629c
Rv0146	-	Possible S-adenosylmethionine-dependent methyltransferase	Growth advantage	lipid metabolism	Rv2593c, Rv0483, Rv1345, Rv3607c, Rv2063A, Rv0583c, Rv0132c, Rv2916c, Rv3547, Rv2351c
Rv0147	-	Probable aldehyde dehydrogenase (NAD+) dependent	Growth advantage	intermediary metabolism and respiration	Rv2349c, Rv2296, Rv2215, Rv2881c, Rv0989c, Rv0844c, Rv3065, Rv0467, Rv0583c, Rv2187
Rv0148	-	Probable short-chain type dehydrogenase/reductase	Growth advantage	intermediary metabolism and respiration	Rv0182c, Rv2822c, Rv1746, Rv0233, Rv1317c, Rv1886c, Rv0802c, Rv2958c, Rv3133c, Rv1344
Rv0149	-	Possible quinone oxidoreductase (NADPH:quinone oxidoreductase) (zeta-crystallin)	Growth advantage	intermediary metabolism and respiration	Rv3408, Rv1365c, Rv0413, Rv0848, Rv2267c, Rv1266c, Rv1103c, Rv1981c, Rv1850, Rv3150
Rv0150c	-	hypothetical protein	Growth advantage	conserved hypotheticals	Rv1956, Rv2391, Rv3588c, Rv0153c, Rv1340, Rv3025c, Rv0462, Rv1908c, Rv2110c, Rv2404c
Rv0151c	PE1	PE family protein PE1	Growth advantage	PE/PPE	Rv3080c, Rv0977, Rv1256c, Rv3106, Rv1475c, Rv3822, Rv0643c, Rv3366, Rv3740c, Rv2299c
Rv0152c	PE2	PE family protein PE2	Growth advantage	PE/PPE	Rv2881c, Rv2973c, Rv3409c, Rv2386c, Rv2573, Rv3065, Rv1468c, Rv1335, Rv0032, Rv0079
Rv0153c	ptbB	Phosphotyrosine protein phosphatase PTPB (protein-tyrosine-phosphatase) (PTPase)	Non essential	regulatory proteins	Rv1908c, Rv2131c, Rv2391, Rv1956, Rv3025c, Rv3588c, Rv2404c, Rv3764c, Rv1340, Rv2246
Rv0154c	fadE2	Probable acyl-CoA dehydrogenase FadE2	Non essential	lipid metabolism	Rv3025c, Rv2391, Rv2404c, Rv3764c, Rv0153c, Rv2246, Rv1956, Rv0946c, Rv1908c, Rv3588c
Rv0155	pntAa	Probable NAD(P) transhydrogenase (subunit alpha) PntAa [first part; catalytic part] (pyridine nucleotide transhydrogenase subunit alpha) (nicotinamide nucleotide transhydrogenase subunit alpha)	Non essential	intermediary metabolism and respiration	Rv1625c, Rv1820, Rv1634, Rv1984c, Rv3111, Rv1736c, Rv2918c, Rv3585, Rv1985c, Rv2074
Rv0156	pntAb	Probable NAD(P) transhydrogenase (subunit alpha) PntAb [second part; integral membrane protein] (pyridine nucleotide transhydrogenase subunit alpha) (nicotinamide nucleotide transhydrogenase subunit alpha)	Uncertain	intermediary metabolism and respiration	Rv3232c, Rv0932c, Rv3158, Rv0931c, Rv1955, Rv1032c, Rv0609, Rv2191, Rv1213, Rv3406
Rv0157	pntB	Probable NAD(P) transhydrogenase (subunit beta) PntB [integral membrane protein] (pyridine nucleotide transhydrogenase subunit beta) (nicotinamide nucleotide transhydrogenase subunit beta)	Non essential	intermediary metabolism and respiration	Rv1625c, Rv1634, Rv1736c, Rv1820, Rv1984c, Rv3111, Rv2918c, Rv1493, Rv3585, Rv1985c
Rv0158	-	Probable transcriptional regulatory protein (possibly TetR-family)	Growth advantage	regulatory proteins	Rv1386, Rv3419c, Rv1981c, Rv1266c, Rv2196, Rv3045, Rv0413, Rv3408, Rv0169, Rv1205
Rv0159c	PE3	PE family protein PE3	Growth advantage	PE/PPE	Rv2590, Rv3824c, Rv0676c, Rv3617, Rv0516c, Rv0015c, Rv0447c, Rv1843c, Rv3469c, Rv1747
Rv0160c	PE4	PE family protein PE4	Growth advantage	PE/PPE	Rv3220c, Rv0194, Rv3740c, Rv1552, Rv3487c, Rv0886, Rv1626, Rv2484c, Rv1640c, Rv3106
Rv0161	-	Possible oxidoreductase	Non essential	intermediary metabolism and respiration	Rv3416, Rv2103c, Rv0018c, Rv2740, Rv3132c, Rv0734, Rv1253, Rv2002, Rv3405c, Rv0732
Rv0162c	adhE1	Probable zinc-type alcohol dehydrogenase (E subunit) AdhE1	Non essential	intermediary metabolism and respiration	Rv1760, Rv2464c, Rv3696c, Rv0598c, Rv3515c, Rv2175c, Rv1336, Rv2187, Rv0183, Rv2924c
Rv0163	-	hypothetical protein	Non essential	conserved hypotheticals	Rv0187, Rv1001, Rv0577, Rv0570, Rv2872, Rv2821c, Rv1497, Rv0297, Rv2430c, Rv1029
Rv0164	TB18.5	Conserved protein TB18.5	Essential	conserved hypotheticals	Rv1692, Rv3653, Rv2103c, Rv3416, Rv1346, Rv0586, Rv1253, Rv0018c, Rv2002, Rv2740
Rv0165c	mce1R	Probable transcriptional regulatory protein Mce1R (probably GntR-family)	Non essential	regulatory proteins	Rv2958c, Rv2436, Rv0233, Rv1317c, Rv2407, Rv1886c, Rv2289, Rv0182c, Rv2911, Rv0114
Rv0166	fadD5	Probable fatty-acid-CoA ligase FadD5 (fatty-acid-CoA synthetase) (fatty-acid-CoA synthase)	Non essential	lipid metabolism	Rv0058, Rv3433c, Rv0535, Rv0183, Rv3406, Rv3598c, Rv0103c, Rv1336, Rv2402, Rv1032c
Rv0167	yrbE1A	Conserved integral membrane protein YrbE1A	Non essential	virulence, detoxification, adaptation	Rv0969, Rv1745c, Rv0847, Rv0987, Rv2866, Rv3082c, Rv2010, Rv0191, Rv0908, Rv0677c
Rv0168	yrbE1B	Conserved integral membrane protein YrbE1B	Non essential	virulence, detoxification, adaptation	Rv0203, Rv0045c, Rv0475, Rv3842c, Rv2376c, Rv1302, Rv0751c, Rv2350c, Rv0137c, Rv0888
Rv0169	mce1A	Mce-family protein Mce1A	Non essential	virulence, detoxification, adaptation	Rv0413, Rv3408, Rv1266c, Rv1365c, Rv1386, Rv2196, Rv3581c, Rv1850, Rv1981c, Rv0848
Rv0170	mce1B	Mce-family protein Mce1B	Non essential	virulence, detoxification, adaptation	Rv3886c, Rv0091, Rv1205, Rv1033c, Rv3234c, Rv0869c, Rv1653, Rv2301, Rv0564c, Rv1239c
Rv0171	mce1C	Mce-family protein Mce1C	Non essential	virulence, detoxification, adaptation	Rv3886c, Rv1205, Rv1033c, Rv0091, Rv2301, Rv1239c, Rv3234c, Rv1653, Rv3097c, Rv3854c
Rv0172	mce1D	Mce-family protein Mce1D	Non essential	virulence, detoxification, adaptation	Rv1205, Rv3886c, Rv2301, Rv3419c, Rv0934, Rv1033c, Rv2950c, Rv1653, Rv0091, Rv0073
Rv0173	lprK	Possible Mce-family lipoprotein LprK (Mce-family lipoprotein Mce1E)	Non essential	cell wall and cell processes	Rv0132c, Rv2063A, Rv2032, Rv2713, Rv3117, Rv1155, Rv3547, Rv3083, Rv3043c, Rv2593c
Rv0174	mce1F	Mce-family protein Mce1F	Non essential	virulence, detoxification, adaptation	Rv3886c, Rv0091, Rv1205, Rv1033c, Rv3234c, Rv2301, Rv1239c, Rv0869c, Rv1653, Rv0564c
Rv0175	-	Probable conserved Mce associated membrane protein	Non essential	cell wall and cell processes	Rv3869, Rv1236, Rv3877, Rv3882c, Rv3883c, Rv3871, Rv2069, Rv3870, Rv3876, Rv3614c
Rv0176	-	Probable conserved Mce associated transmembrane protein	Non essential	cell wall and cell processes	Rv3886c, Rv1205, Rv2301, Rv0091, Rv1033c, Rv1653, Rv0934, Rv3234c, Rv0564c, Rv1239c
Rv0177	-	Probable conserved Mce associated protein	Non essential	conserved hypotheticals	Rv0169, Rv0413, Rv1365c, Rv3820c, Rv3408, Rv1266c, Rv3581c, Rv2196, Rv1386, Rv1162
Rv0178	-	Probable conserved Mce associated membrane protein	Non essential	cell wall and cell processes	Rv2793c, Rv3024c, Rv2334, Rv1026, Rv1206, Rv0486, Rv2217, Rv1596, Rv3537, Rv3881c
Rv0179c	lprO	Possible lipoprotein LprO	Non essential	cell wall and cell processes	Rv1162, Rv3065, Rv0583c, Rv1155, Rv3820c, Rv0032, Rv2881c, Rv3117, Rv2063A, Rv3547
Rv0180c	-	Probable conserved transmembrane protein	Non essential	cell wall and cell processes	Rv2986c, Rv0896, Rv3676, Rv2594c, Rv0288, Rv3032, Rv0011c, Rv3465, Rv2981c, Rv0482
Rv0181c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv0475, Rv0203, Rv0045c, Rv3842c, Rv2376c, Rv0751c, Rv1302, Rv2350c, Rv0137c, Rv0888
Rv0182c	sigG	Probable alternative RNA polymerase sigma factor SigG (RNA polymerase ECF type sigma factor)	Non essential	information pathways	Rv0148, Rv0233, Rv1317c, Rv2958c, Rv1886c, Rv3133c, Rv2822c, Rv0802c, Rv1746, Rv2407
Rv0183	-	Possible lysophospholipase	Non essential	intermediary metabolism and respiration	Rv3406, Rv1336, Rv0058, Rv3433c, Rv0535, Rv3598c, Rv0103c, Rv1032c, Rv2631, Rv2402
Rv0184	-	hypothetical protein	Non essential	conserved hypotheticals	Rv2818c, Rv2819c, Rv2289, Rv1221, Rv0114, Rv2817c, Rv2407, Rv3089, Rv2436, Rv2911
Rv0185	-	hypothetical protein	Non essential	conserved hypotheticals	Rv2866, Rv0191, Rv2010, Rv0987, Rv0620, Rv0969, Rv0847, Rv3841, Rv2549c, Rv0009
Rv0186	bglS	Probable beta-glucosidase BglS (gentiobiase) (cellobiase) (beta-D-glucoside glucohydrolase)	Non essential	intermediary metabolism and respiration	Rv2005c, Rv2174, Rv3146, Rv0980c, Rv2743c, Rv3151, Rv3145, Rv3148, Rv2386c, Rv1335
Rv0187	-	Probable O-methyltransferase	Non essential	intermediary metabolism and respiration	Rv0577, Rv1001, Rv2872, Rv2430c, Rv2350c, Rv0570, Rv0297, Rv1497, Rv1173, Rv2821c
Rv0188	-	Probable conserved transmembrane protein	Non essential	cell wall and cell processes	Rv2332, Rv2950c, Rv3124, Rv0956, Rv0934, Rv1558, Rv3045, Rv0445c, Rv2301, Rv1653
Rv0189c	ilvD	Probable dihydroxy-acid dehydratase IlvD (dad)	Essential	intermediary metabolism and respiration	Rv3003c, Rv0363c, Rv3336c, Rv0337c, Rv2210c, Rv3221A, Rv0884c, Rv2477c, Rv1300, Rv1828
Rv0190	-	hypothetical protein	Growth advantage	conserved hypotheticals	Rv2241, Rv3869, Rv3870, Rv3882c, Rv3877, Rv0202c, Rv3871, Rv1236, Rv3883c, Rv2069
Rv0191	-	Probable conserved integral membrane protein	Growth advantage	cell wall and cell processes	Rv2010, Rv2866, Rv0620, Rv0987, Rv0009, Rv3841, Rv0847, Rv3866, Rv0969, Rv0858c
Rv0192	-	hypothetical protein	Growth advantage	conserved hypotheticals	Rv3328c, Rv3812, Rv3313c, Rv2964, Rv3903c, Rv3568c, Rv0234c, Rv3223c, Rv0694, Rv3570c
Rv0192A	-	Conserved secreted protein	Growth advantage	cell wall and cell processes	Rv1267c, Rv0754, Rv3702c, Rv0986, Rv3655c, Rv0408, Rv1563c, Rv1996, Rv1731, Rv3704c
Rv0193c	-	Hypothetical protein	Growth advantage	conserved hypotheticals	Rv3487c, Rv0194, Rv1384, Rv0382c, Rv2150c, Rv1605, Rv0669c, Rv0844c, Rv1602, Rv1202
Rv0194	-	Probable transmembrane multidrug efflux pump	Growth advantage	cell wall and cell processes	Rv3487c, Rv0844c, Rv3566c, Rv1640c, Rv2349c, Rv1330c, Rv1384, Rv0467, Rv0629c, Rv3059
Rv0195	-	Possible two component transcriptional regulatory protein (probably LuxR-family)	Growth advantage	regulatory proteins	Rv3086, Rv3133c, Rv3506, Rv0182c, Rv1777, Rv3704c, Rv0148, Rv1731, NONE, NONE
Rv0196	-	Possible transcriptional regulatory protein	Non essential	regulatory proteins	Rv3911, Rv3592, Rv0582, Rv2530c, Rv1629, Rv3272, Rv3610c, Rv0866, Rv0478, Rv0749
Rv0197	-	Possible oxidoreductase	Non essential	intermediary metabolism and respiration	Rv3382c, Rv2501c, Rv0386, Rv0453, Rv0629c, Rv1962c, Rv1876, Rv2294, Rv3225c, Rv1308
Rv0198c	zmp1	Probable zinc metalloprotease Zmp1	Non essential	intermediary metabolism and respiration	Rv1886c, Rv2289, Rv2958c, Rv2407, Rv0233, Rv1344, Rv0802c, Rv2436, Rv1872c, Rv0978c
Rv0199	-	Probable conserved membrane protein	Non essential	cell wall and cell processes	Rv3615c, Rv2938, Rv2936, Rv2937, Rv2942, Rv2945c, Rv1099c, Rv2673, Rv0130, Rv3282
Rv0200	-	Possible conserved transmembrane protein	Non essential	cell wall and cell processes	Rv2757c, Rv1121, Rv3565, Rv3414c, Rv2745c, Rv1938, Rv0282, Rv0451c, Rv1541c, Rv2870c
Rv0201c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv3653, Rv1692, Rv1346, Rv0586, Rv2103c, Rv3416, Rv0018c, Rv1253, Rv2740, Rv0734
Rv0202c	mmpL11	Probable conserved transmembrane transport protein MmpL11	Non essential	cell wall and cell processes	Rv3868, Rv3571, Rv0712, Rv2948c, Rv2048c, Rv3803c, Rv3544c, Rv0190, Rv2241, Rv3543c
Rv0203	-	Possible exported protein	Non essential	cell wall and cell processes	Rv3842c, Rv0045c, Rv0475, Rv2376c, Rv1302, Rv0751c, Rv2350c, Rv0888, Rv2872, Rv0137c
Rv0204c	-	Probable conserved transmembrane protein	Non essential	cell wall and cell processes	Rv2241, Rv3869, Rv0190, Rv3882c, Rv3877, Rv3870, Rv0712, Rv1236, Rv3871, Rv3876
Rv0205	-	Probable conserved transmembrane protein	Non essential	cell wall and cell processes	Rv1448c, Rv1562c, Rv3853, Rv0070c, Rv3488, Rv3881c, Rv1497, Rv0297, Rv0533c, Rv1088
Rv0206c	mmpL3	Possible conserved transmembrane transport protein MmpL3	Essential domain	cell wall and cell processes	Rv1712, Rv0101, Rv0994, Rv0241c, Rv1159, Rv2171, Rv3874, Rv1447c, Rv3546, Rv1909c
Rv0207c	-	hypothetical protein	Non essential	conserved hypotheticals	Rv2604c, Rv0129c, Rv3701c, Rv1010, Rv3310, Rv1168c, Rv1412, Rv1247c, Rv1991c, Rv3262
Rv0208c	-	Hypothetical methlytransferase (methylase)	Non essential	intermediary metabolism and respiration	Rv0418, Rv3610c, Rv3537, Rv3589, Rv0070c, Rv0500, Rv2702, Rv0866, Rv3881c, Rv0486
Rv0209	-	Hypothetical protein	Non essential	conserved hypotheticals	Rv0977, Rv3740c, Rv3080c, Rv1256c, Rv3106, Rv3862c, Rv3366, Rv1308, Rv0630c, Rv2823c
Rv0210	-	Hypothetical protein	Non essential	conserved hypotheticals	Rv3581c, Rv0107c, Rv3377c, Rv2345, Rv0764c, Rv2962c, Rv1819c, Rv1994c, Rv0169, Rv3820c
Rv0211	pckA	Probable iron-regulated phosphoenolpyruvate carboxykinase [GTP] PckA (phosphoenolpyruvate carboxylase) (PEPCK)(pep carboxykinase)	Non essential	intermediary metabolism and respiration	Rv0626, Rv1259, Rv3240c, Rv2587c, Rv2865, Rv3358, Rv0596c, Rv0982, Rv3835, Rv2919c
Rv0212c	nadR	Possible transcriptional regulatory protein NadR (probably AsnC-family)	Non essential	regulatory proteins	Rv3911, Rv3592, Rv3357, Rv3062, Rv3724B, Rv2530c, Rv0582, Rv1629, Rv0749, Rv3681c
Rv0213c	-	Possible methyltransferase (methylase)	Non essential	intermediary metabolism and respiration	Rv3744, Rv2962c, Rv0904c, Rv3581c, Rv2345, Rv0624, Rv0553, Rv1850, Rv0938, Rv0107c
Rv0214	fadD4	Probable fatty-acid-CoA ligase FadD4 (fatty-acid-CoA synthetase) (fatty-acid-CoA synthase)	Non essential	lipid metabolism	Rv3377c, Rv0107c, Rv0764c, Rv3820c, Rv3581c, Rv1819c, Rv1020, Rv3117, Rv0169, Rv1994c
Rv0215c	fadE3	Probable acyl-CoA dehydrogenase FadE3	Non essential	lipid metabolism	Rv3740c, Rv0977, Rv3106, Rv1256c, Rv3225c, Rv3080c, Rv3366, Rv1308, Rv3862c, Rv2823c
Rv0216	-	Double hotdog hydratase	Non essential	intermediary metabolism and respiration	Rv3505, Rv1701, Rv3870, Rv3614c, Rv0190, Rv2069, Rv3871, Rv3882c, Rv3873, Rv3883c
Rv0217c	lipW	Possible esterase LipW	Non essential	intermediary metabolism and respiration	Rv0904c, Rv3744, Rv2345, Rv2962c, Rv0553, Rv0938, Rv3581c, Rv2868c, Rv0624, Rv0107c
Rv0218	-	Probable conserved transmembrane protein	Non essential	cell wall and cell processes	Rv3903c, Rv0192, Rv3316, Rv2118c, Rv3812, Rv3328c, Rv2964, Rv1563c, Rv0754, Rv3570c
Rv0219	-	Probable conserved transmembrane protein	Non essential	cell wall and cell processes	Rv1747, Rv3469c, Rv0015c, Rv0676c, Rv1843c, Rv3792, Rv1915, Rv0447c, Rv0159c, Rv3824c
Rv0220	lipC	Probable esterase LipC	Non essential	intermediary metabolism and respiration	Rv2816c, Rv3155, Rv1218c, Rv3130c, Rv0601c, Rv1848, Rv3197A, Rv2521, Rv1169c, Rv3270
Rv0221	-	Possible triacylglycerol synthase (diacylglycerol acyltransferase)	Non essential	lipid metabolism	Rv3036c, Rv2852c, Rv2573, Rv2211c, Rv3821, Rv2498c, Rv1492, Rv0735, Rv1743, Rv2497c
Rv0222	echA1	Probable enoyl-CoA hydratase EchA1 (enoyl hydrase) (unsaturated acyl-CoA hydratase) (crotonase)	Non essential	lipid metabolism	Rv0490, Rv3793, Rv3561, Rv3908, Rv1027c, Rv3378c, Rv1496, Rv1400c, Rv0505c, Rv1931c
Rv0223c	-	Probable aldehyde dehydrogenase	Non essential	intermediary metabolism and respiration	Rv1694, Rv3509c, Rv1242, Rv2748c, Rv1410c, Rv0091, Rv3660c, Rv1408, Rv0385, Rv0934
Rv0224c	-	Possible methyltransferase (methylase)	Essential	intermediary metabolism and respiration	Rv3801c, Rv1649, Rv1166, Rv2153c, Rv0651, Rv2921c, Rv1438, Rv1630, Rv3597c, Rv3580c
Rv0225	-	Possible conserved protein	Essential	cell wall and cell processes	Rv1536, Rv2610c, Rv0350, Rv1713, Rv2845c, Rv3436c, Rv0014c, Rv1606, Rv3800c, Rv2460c
Rv0226c	-	Probable conserved transmembrane protein	Essential	cell wall and cell processes	Rv0670, Rv0237, Rv1931c, Rv2780, Rv1400c, Rv1496, Rv1027c, Rv3908, Rv3561, Rv0490
Rv0227c	-	Probable conserved membrane protein	Essential	cell wall and cell processes	Rv1380, Rv0350, Rv2610c, Rv1713, Rv0562, Rv0014c, Rv3028c, Rv1536, Rv0046c, Rv0357c
Rv0228	-	Probable integral membrane acyltransferase	Essential	intermediary metabolism and respiration	Rv3042c, Rv2753c, Rv0736, Rv3014c, Rv2194, Rv1594, Rv1483, Rv1797, Rv2438c, Rv2746c
Rv0229c	-	Possible conserved membrane protein with PIN domain	Non essential	cell wall and cell processes	Rv0234c, Rv3313c, Rv2964, Rv3328c, Rv3812, Rv2234, Rv0192, Rv3568c, Rv2249c, Rv3703c
Rv0230c	php	Probable phosphotriesterase Php (parathion hydrolase) (PTE) (aryldialkylphosphatase) (paraoxonase) (a-esterase) (aryltriphosphatase) (paraoxon hydrolase)	Growth advantage	lipid metabolism	Rv1675c, Rv2579, Rv1160, Rv3674c, Rv1184c, Rv3413c, Rv0985c, Rv2389c, Rv1911c, Rv0438c
Rv0231	fadE4	Probable acyl-CoA dehydrogenase FadE4	Growth advantage	lipid metabolism	Rv3712, Rv1297, Rv2914c, Rv2801A, Rv1304, Rv2388c, Rv1077, Rv2763c, Rv1650, Rv0334
Rv0232	-	Probable transcriptional regulatory protein (probably TetR/AcrR-family)	Growth advantage	regulatory proteins	Rv2200c, Rv0549c, Rv2275, Rv2737c, Rv1542c, Rv3384c, Rv1082, Rv2238c, Rv2284, Rv2245
Rv0233	nrdB	Ribonucleoside-diphosphate reductase (beta chain) NrdB (ribonucleotide reductase small chain)	Non essential	information pathways	Rv2958c, Rv1886c, Rv2407, Rv2289, Rv1344, Rv2436, Rv1317c, Rv0182c, Rv0802c, Rv0978c
Rv0234c	gabD1	Succinate-semialdehyde dehydrogenase [NADP+] dependent (SSDH) GabD1	Non essential	intermediary metabolism and respiration	Rv2964, Rv3328c, Rv3812, Rv3313c, Rv2234, Rv3703c, Rv2249c, Rv3702c, Rv0432, Rv0192
Rv0235c	-	Probable conserved transmembrane protein	Non essential	cell wall and cell processes	Rv0342, Rv3879c, Rv0107c, Rv0654, Rv1994c, Rv0764c, Rv1819c, Rv3199c, Rv2345, Rv1821
Rv0236A	-	Small secreted protein	Non essential	cell wall and cell processes	Rv1536, Rv2845c, Rv3800c, Rv1606, Rv0350, Rv1713, Rv3436c, Rv2460c, Rv0014c, Rv2610c
Rv0236c	aftD	Possible arabinofuranosyltransferase AftD	Essential	cell wall and cell processes	Rv1326c, Rv1990c, Rv1017c, Rv2572c, Rv2448c, Rv1827, Rv2726c, Rv2361c, Rv1656, Rv0534c
Rv0237	lpqI	Probable conserved lipoprotein LpqI	Non essential	cell wall and cell processes	Rv0670, Rv2780, Rv1931c, Rv1400c, Rv1496, Rv1027c, Rv3908, Rv3561, Rv0490, Rv3793
Rv0238	-	Possible transcriptional regulatory protein (probably TetR-family)	Non essential	regulatory proteins	Rv2524c, Rv2151c, Rv0998, Rv2034, Rv3441c, Rv3535c, Rv3545c, Rv0761c, Rv1183, Rv3085
Rv0239	vapB24	Possible antitoxin VapB24	Non essential	virulence, detoxification, adaptation	Rv1284, Rv3315c, Rv1108c, Rv3557c, Rv1860, Rv3809c, Rv2976c, Rv0864, Rv0022c, Rv0050
Rv0240	vapC24	Possible toxin VapC24 Contains PIN domain	Non essential	virulence, detoxification, adaptation	Rv0596c, Rv3835, Rv0626, Rv0126, Rv1114, Rv2587c, Rv1259, Rv3240c, Rv2829c, Rv0211
Rv0241c	htdX	Probable 3-hydroxyacyl-thioester dehydratase HtdX	Non essential	intermediary metabolism and respiration	Rv3723, Rv0600c, Rv1798, Rv1909c, Rv0099, Rv0967, Rv2378c, Rv2922c, Rv1698, Rv3874
